,Address,Last_update,Time_added,Status
0,https://google.com,,2021-06-28 16:33:04.105947,OK
1,https://kry.se,,2021-06-28 16:33:04.105947,OK
2,https://google.com/aad,,2021-06-28 16:33:04.105947,FAIL
